Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR23126354,2023-09-07 15:36:32,2023-01-19 15:04:32,188565,84099357,188565,445,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126354/SRR23126354.lite.1,SRX19077260,m1_2_3F_ITS,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492219,SAMN32798726,simple,662107,phyllosphere metagenome,m1_2_3F,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,A48B95943C96962DAA673EE0AE974161,CDA213E2B3EC19A4D3C9381225F775AA
SRR23126353,2023-09-07 15:36:32,2023-01-19 15:04:32,184915,82471723,184915,445,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126353/SRR23126353.lite.1,SRX19077261,m1_2_4F_ITS,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492221,SAMN32798727,simple,662107,phyllosphere metagenome,m1_2_4F,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,75600F3DE31C7642CA0368177593E61E,478E7876D531BA0B72D7A5F3CD2BDA48
SRR23126352,2023-09-07 15:36:32,2023-01-19 15:04:41,187433,83594670,187433,445,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126352/SRR23126352.lite.1,SRX19077262,m1_2_5F_ITS,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492222,SAMN32798728,simple,662107,phyllosphere metagenome,m1_2_5F,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,294C21B273833ED86152C1F1565DEAF9,77501887D322D2CFFB155C16D43F60DB
SRR23126361,2023-09-07 15:36:32,2023-01-19 15:04:32,186846,83332918,186846,445,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126361/SRR23126361.lite.1,SRX19077253,m1_1_6F_ITS,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492213,SAMN32798720,simple,662107,phyllosphere metagenome,m1_1_6F,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,05A27FDA6976A08B9C212BF3399C33E2,200516E767DF3098AA64915035AF3E39
SRR23126360,2023-09-07 15:36:32,2023-01-19 15:04:42,161700,72117275,161700,445,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126360/SRR23126360.lite.1,SRX19077254,m1_1_7F_ITS,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492214,SAMN32798721,simple,662107,phyllosphere metagenome,m1_1_7F,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,23FF94A2CF7FB9A320AA21E89E7F08F3,3A43C911130CE7F968AF9461EC444370
SRR23126359,2023-09-07 15:36:32,2023-01-19 15:04:31,151637,67629549,151637,445,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126359/SRR23126359.lite.1,SRX19077255,m1_1_8F_ITS,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492215,SAMN32798722,simple,662107,phyllosphere metagenome,m1_1_8F,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,5899AE06C5A346438DF8BB7D63BF2E9A,00313E47D7D5ED2AED7D25BA0C2880E5
SRR23126358,2023-09-07 15:36:32,2023-01-19 15:04:33,151818,67710302,151818,445,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126358/SRR23126358.lite.1,SRX19077256,m1_1_9F_ITS,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492216,SAMN32798723,simple,662107,phyllosphere metagenome,m1_1_9F,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,53E32D9D8CE78E6D6A22AB7B3C0F0EEB,EBDE7497C8E12E3F60C2EA9B7E340C2F
SRR23126357,2023-09-07 15:36:32,2023-01-19 15:04:33,157308,70158983,157308,445,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126357/SRR23126357.lite.1,SRX19077257,m1_2_1F_ITS,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492218,SAMN32798724,simple,662107,phyllosphere metagenome,m1_2_1F,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,FF74F97ACD51605F9762515CC40FB9D9,802B5398DB4046FCD289780747666201
SRR23126365,2023-09-07 15:36:32,2023-01-19 15:04:31,177048,78962967,177048,445,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126365/SRR23126365.lite.1,SRX19077249,m1_1_1F_ITS,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492209,SAMN32798716,simple,662107,phyllosphere metagenome,m1_1_1F,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,FB693819F17DF465BE4D410E5C91BC8E,6A854658930367330B3125D1D1621A09
SRR23126364,2023-09-07 15:36:32,2023-01-19 15:04:32,179627,80113163,179627,445,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126364/SRR23126364.lite.1,SRX19077250,m1_1_2F_ITS,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492210,SAMN32798717,simple,662107,phyllosphere metagenome,m1_1_2F,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,A83D35AE1397F6CB1DD2C4CE73F0EB60,BF5A6814BC7FFFA7C2824E42370FD552
SRR23126363,2023-09-07 15:36:32,2023-01-19 15:03:53,10965,4890367,10965,445,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126363/SRR23126363.lite.1,SRX19077251,m1_1_4F_ITS,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492211,SAMN32798718,simple,662107,phyllosphere metagenome,m1_1_4F,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,0567F47AD1653F545DEA672730401203,5DC08F2BB3A6E1CCBB2F158C511C1F2A
SRR23126366,2023-09-07 15:36:32,2023-01-19 15:04:30,150847,67729851,150847,448,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126366/SRR23126366.lite.1,SRX19077248,m1_1_5_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492208,SAMN32798680,simple,662107,phyllosphere metagenome,m1_1_5,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,055483413EA1C747E6148E2F29855516,B0ED281BC25B724CBA869E4D406CB0C9
SRR23126362,2023-09-07 15:36:32,2023-01-19 15:04:42,175766,78391356,175766,445,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126362/SRR23126362.lite.1,SRX19077252,m1_1_5F_ITS,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492212,SAMN32798719,simple,662107,phyllosphere metagenome,m1_1_5F,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,7CFAACFB58F653A492D75AC7130E4F5D,7A9CC0ADC1418ED7492247A45353A1E6
SRR23126371,2023-09-07 15:36:32,2023-01-19 15:04:32,148600,66721096,148600,448,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126371/SRR23126371.lite.1,SRX19077243,m3_1_5_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492203,SAMN32798711,simple,662107,phyllosphere metagenome,m3_1_5,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,EED53D5A8191E888BA0AF93F09329B3A,76EFFCA8784E2BDB9C756F7B0DE8BD2A
SRR23126370,2023-09-07 15:36:32,2023-01-19 15:04:33,181882,81664475,181882,448,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126370/SRR23126370.lite.1,SRX19077244,m3_1_6_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492204,SAMN32798712,simple,662107,phyllosphere metagenome,m3_1_6,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,D3AC95562183E4BC4E7CAA8EA28956E8,378585C95D3B78BB9FF2B45979A5FFEA
SRR23126369,2023-09-07 15:36:32,2023-01-19 15:04:49,185128,83121814,185128,448,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126369/SRR23126369.lite.1,SRX19077245,m3_1_7_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492206,SAMN32798713,simple,662107,phyllosphere metagenome,m3_1_7,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,F6BB6122C1EE67B2D9C75F4210D971FF,2DC21539436600BB3039D3D144691630
SRR23126368,2023-09-07 15:36:32,2023-01-19 15:04:32,180157,80890117,180157,448,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126368/SRR23126368.lite.1,SRX19077246,m3_1_8_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492205,SAMN32798714,simple,662107,phyllosphere metagenome,m3_1_8,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,9CD7DE2BF42DA6FB4164F0D085C98B81,29FF43896342251637E82447067816B3
SRR23126367,2023-09-07 15:36:32,2023-01-19 15:04:30,160639,72126616,160639,448,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126367/SRR23126367.lite.1,SRX19077247,m3_1_9_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492207,SAMN32798715,simple,662107,phyllosphere metagenome,m3_1_9,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,C6B7E49B5BECB6339EB981398A656D81,60E2069D180AEBA129B20D4D671C3320
SRR23126375,2023-09-07 15:36:32,2023-01-19 15:04:32,142295,63890107,142295,448,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126375/SRR23126375.lite.1,SRX19077239,m3_1_1_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492199,SAMN32798707,simple,662107,phyllosphere metagenome,m3_1_1,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,8E9941A6009BB3B9552218570B7BF66A,2EAD41FDEC524B68296330F482404440
SRR23126374,2023-09-07 15:36:32,2023-01-19 15:04:33,159468,71600673,159468,448,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126374/SRR23126374.lite.1,SRX19077240,m3_1_2_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492200,SAMN32798708,simple,662107,phyllosphere metagenome,m3_1_2,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,809827903672EBC0976445D7AD0E165B,D56FFFBF55A47B838F57239FB0572943
SRR23126373,2023-09-07 15:36:32,2023-01-19 15:04:05,132391,59443319,132391,448,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126373/SRR23126373.lite.1,SRX19077241,m3_1_3_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492201,SAMN32798709,simple,662107,phyllosphere metagenome,m3_1_3,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,A3253501411E621B83BDD2C6B0D021B2,FD3270AD195ABA232CE76BD8CFE42269
SRR23126372,2023-09-07 15:36:32,2023-01-19 15:04:30,140994,63305928,140994,448,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126372/SRR23126372.lite.1,SRX19077242,m3_1_4_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492202,SAMN32798710,simple,662107,phyllosphere metagenome,m3_1_4,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,DEADF93B11630254E32D9990459A32CB,388C16C2B41F13877E16D0D76C0F5F2D
SRR23126376,2023-09-07 15:36:31,2023-01-19 15:04:33,164071,73667503,164071,448,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126376/SRR23126376.lite.1,SRX19077238,m3_2_11_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492198,SAMN32798706,simple,662107,phyllosphere metagenome,m3_2_11,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,380EB37F20825B03DD6008C58B0ACB1B,1B4724E82A2C897B7DFB6C105BB1D53D
SRR23126377,2023-09-07 15:36:31,2023-01-19 15:04:32,182866,82106377,182866,448,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126377/SRR23126377.lite.1,SRX19077237,m1_1_4_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492197,SAMN32798679,simple,662107,phyllosphere metagenome,m1_1_4,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,93277FCC2E227F59DDAA7C5B70F4CF19,EA21F5A14CC9F6BD6E134E5BD66649DF
SRR23126378,2023-09-07 15:36:31,2023-01-19 15:05:03,150977,67788316,150977,448,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126378/SRR23126378.lite.1,SRX19077236,m3_2_10_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492196,SAMN32798705,simple,662107,phyllosphere metagenome,m3_2_10,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,3D083CA1B5C28894144B03D53CF794CB,7CD191AD6655CCAFB4D68051B0853958
SRR23126381,2023-09-07 15:36:31,2023-01-19 15:04:32,139939,62832176,139939,448,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126381/SRR23126381.lite.1,SRX19077233,m3_2_7_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492193,SAMN32798702,simple,662107,phyllosphere metagenome,m3_2_7,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,3D564554AFC4056448D7E514E1E187AA,F7754EC8192BE9758FB53B78E87F7688
SRR23126380,2023-09-07 15:36:31,2023-01-19 15:04:42,177462,79680011,177462,448,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126380/SRR23126380.lite.1,SRX19077234,m3_2_8_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492194,SAMN32798703,simple,662107,phyllosphere metagenome,m3_2_8,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,BE9FC54442CB639CD698440532073B04,0F2A557FAD54599452AA1FD88B03E986
SRR23126379,2023-09-07 15:36:31,2023-01-19 15:04:33,157545,70737261,157545,448,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126379/SRR23126379.lite.1,SRX19077235,m3_2_9_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492195,SAMN32798704,simple,662107,phyllosphere metagenome,m3_2_9,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,5080EC4A5BE1298C2F0B5C4B47C4EF42,5C8AF793BDBC9AA16E048C73EEBBC182
SRR23126386,2023-09-07 15:36:31,2023-01-19 15:04:33,173997,78124253,173997,448,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126386/SRR23126386.lite.1,SRX19077228,m3_2_2_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492188,SAMN32798697,simple,662107,phyllosphere metagenome,m3_2_2,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,A8912A6D2D88D2EA847FCC3973FFB8B6,253260367CAFDD3DD526324563EBA76A
SRR23126385,2023-09-07 15:36:31,2023-01-19 15:04:02,157887,70890731,157887,448,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126385/SRR23126385.lite.1,SRX19077229,m3_2_3_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492189,SAMN32798698,simple,662107,phyllosphere metagenome,m3_2_3,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,EFF9096BB05BFC7AEE1B26105AB498E1,30A3E83C502EC77681800DB1373E7EB1
SRR23126384,2023-09-07 15:36:31,2023-01-19 15:04:32,153142,68760401,153142,448,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126384/SRR23126384.lite.1,SRX19077230,m3_2_4_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492190,SAMN32798699,simple,662107,phyllosphere metagenome,m3_2_4,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,77D4E8830F5CFB9B5C6E663937315C48,DBDE82A7BC098763B0B6490D38E87BC8
SRR23126383,2023-09-07 15:36:31,2023-01-19 15:04:42,167503,75208238,167503,448,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126383/SRR23126383.lite.1,SRX19077231,m3_2_5_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492191,SAMN32798700,simple,662107,phyllosphere metagenome,m3_2_5,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,D36E3DE070FDF3CB287D17AA4A4FAB93,07A4D98395AA0BD3F2D4A4EB6DEB3894
SRR23126382,2023-09-07 15:36:31,2023-01-19 15:04:32,167341,75135476,167341,448,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126382/SRR23126382.lite.1,SRX19077232,m3_2_6_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492192,SAMN32798701,simple,662107,phyllosphere metagenome,m3_2_6,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,01B9A70186CFEC419AB0A8C6DFFAF041,1FC6643247393B5E61BC13408F16CE34
SRR23126388,2023-09-07 15:36:31,2023-01-19 15:04:33,184539,82857473,184539,448,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126388/SRR23126388.lite.1,SRX19077226,m1_1_3_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492186,SAMN32798678,simple,662107,phyllosphere metagenome,m1_1_3,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,71314B8ACB560C91E80F279AC20092F5,D62C22C4FEFB7B6FE83A91AFFBA756FB
SRR23126390,2023-09-07 15:36:31,2023-01-19 15:04:32,167812,75347200,167812,448,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126390/SRR23126390.lite.1,SRX19077224,m1_2_10_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492184,SAMN32798694,simple,662107,phyllosphere metagenome,m1_2_10,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,040C71CCA7005394C8914252E06700DF,58DE1BF05A2CD856BBF5B8E2824FFD05
SRR23126389,2023-09-07 15:36:31,2023-01-19 15:04:32,125917,56536319,125917,448,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126389/SRR23126389.lite.1,SRX19077225,m1_2_11_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492185,SAMN32798695,simple,662107,phyllosphere metagenome,m1_2_11,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,9EF896DACB54C5BA0D5D5ABDFE66FE92,31E45FF00D8D4ED75C0C953F8F58FD43
SRR23126391,2023-09-07 15:36:31,2023-01-19 15:04:33,150645,67639234,150645,448,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126391/SRR23126391.lite.1,SRX19077223,m1_2_9_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492183,SAMN32798693,simple,662107,phyllosphere metagenome,m1_2_9,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,15B38BE92C0DCFE6929C39748AA20D74,74641252597F6B491A6A3A6E743A66D7
SRR23126387,2023-09-07 15:36:31,2023-01-19 15:04:33,162264,72856035,162264,448,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126387/SRR23126387.lite.1,SRX19077227,m3_2_1_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492187,SAMN32798696,simple,662107,phyllosphere metagenome,m3_2_1,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,03510A56F781A0C7B0629EA2E2FA8C57,0E47FF9FCC4BF44B7C50B0A08090E69A
SRR23126396,2023-09-07 15:36:32,2023-01-19 15:04:32,165230,74187728,165230,448,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126396/SRR23126396.lite.1,SRX19077218,m1_2_4_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492178,SAMN32798688,simple,662107,phyllosphere metagenome,m1_2_4,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,F07FE1EAC5C377ACCFBF55E2EFDBADCA,3CF0B4B9C957B23D6EEB83ECD4276226
SRR23126395,2023-09-07 15:36:32,2023-01-19 15:04:32,159641,71678189,159641,448,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126395/SRR23126395.lite.1,SRX19077219,m1_2_5_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492179,SAMN32798689,simple,662107,phyllosphere metagenome,m1_2_5,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,89011DCCFA064BF6D1BC25858E3EA956,250CF06817E15A2211F82DCAC09CDEA2
SRR23126394,2023-09-07 15:36:32,2023-01-19 15:04:30,146555,65802714,146555,448,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126394/SRR23126394.lite.1,SRX19077220,m1_2_6_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492180,SAMN32798690,simple,662107,phyllosphere metagenome,m1_2_6,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,216B3E408AB01D248E15096A219EAE30,DF8D99721E4A2BA0E2FA4EABD9793ED9
SRR23126393,2023-09-07 15:36:31,2023-01-19 15:04:42,161879,72683291,161879,448,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126393/SRR23126393.lite.1,SRX19077221,m1_2_7_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP418302,PRJNA925518,,925518,SRS16492181,SAMN32798691,simple,662107,phyllosphere metagenome,m1_2_7,,,,,,,no,,,,,MARS WRIGLEY,SRA1576723,,public,7E8CC56C9B133FA3F355EC5A02DA0D6D,1415FE569245FF5519E16E485AE90B16
